place_name;rating;address;city;province;makanan_khas
Puncak Tugu;4,6;Sriten, Pilangrejo, Nglipar, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Mangunan Fruits Park;4,6;3C6F+2PW, Unnamed Road, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Mangunan Hobbit Park;4,6;Jl. Hutan Pinus Nganjir, Sukorame, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Cemara Sewu Beach;4,6;Jl. Pantai Parangkusumo, Pantai, Parangtritis, Kretek, Bantul Regency, Special Region of Yogyakarta 55772, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Taman Rekreasi Kaliurang;4,6;CC2G+HJX, Kaliurang Barat, Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Kaliurang Park Botanical Garden;4,6;Jl. Siaga, Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Plunyon Kalikuning;4,6;Kedungsriti, RT.01/RW.06, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Taman Sari;4,6;Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Keraton Ngayogyakarta Hadiningrat;4,6;Jl. Rotowijayan Blok No. 1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Vredeburg Museum;4,6;Jl. Margo Mulyo No.6, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Plengkung Gading;4,6;Jl. Patehan Kidul No.4, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Sego Pincuk, Alun-Alun Utara Yogyakarta;4,6;Alun-Alun Utara St, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Wisata Kali Gajah Wong Mrican Giwangan;4,6;599V+GMV, Mrican, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pulo Kenanga;4,6;59R5+FWW, Jl. Polowijan No.5, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Kampung Wisata Rejowinangun;4,6;Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
KEBON BINATANG;4,6;Gembira Loka Zoo, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Puncak Widosari - Desa Wisata Widosari;4,6;Tritis, Ngargosari, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673, Indonesia;kulon progo;yogyakarta;Gudeg, Geblek, Growol
Kalibiru Kulon Progo Jogja;4,6;Kalibiru, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653, Indonesia;kulon progo;yogyakarta;Gudeg, Geblek, Growol
Taman Sejarah Bandung;4,6;Jl. Aceh No.53, Babakanciamis, Sumurbandung, Bandung City, West Java 40117, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Balai Kota Bandung;4,6;Jl. Wastukencana No.2, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Braga;4,6;Jl. Braga No.12, Braga, Sumurbandung, Bandung City, West Java 40111, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Hutan Raya Ir. H. Djuanda;4,6;Kompleks Tahura, Jl. Ir. H. Juanda No.99, Ciburial, Cimenyan, Bandung Regency, West Java 40198, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Orchid Forest Cikole;4,6;Genteng, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Rengganis Suspension Bridge;4,6;Patengan, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Wisata Offroad Area Cikole;4,6;Jl. Raya Tangkuban Parahu No.58, Cikole, Lembang, West Bandung Regency, West Java 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
KEBON PINES;4,6;Genteng Lapang Jend. No.1, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Outbound Bandung Lembang Cikole;4,6;Jl. Langensari Maribaya, Langensari, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Rainbow Garden Lembang;4,6;5JJ9+R9H, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
MiniMania - Taman Minatur Dunia (Lembang);4,6;Jl. Raya Lembang No.165, Gudangkahuripan, Lembang, West Bandung Regency, West Java 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Gunung Mas Bogor;4,6;Jl. Raya Puncak - Gadog No.km.87, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Taman Bunga Nusantara;4,6;Jl. Mariwati No.KM. 7, Kawungluwuk, Sukaresmi, Cianjur Regency, West Java 43254, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Puncak Bogor;4,6;Jl. Nasional 11 No.793, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Cisarua Bogor Tea Garden;4,6;7XX7+HXC, South Tugu, Cisarua, Bogor Regency, West Java 16750, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Curug Panjang Megamendung;4,6;Unnamed Road, Megamendung, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Dadali Waterfall;4,6;R263+H9W, Warga Asih, Wargaasih, Kadupandak, Cianjur Regency, West Java 43268, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Taman Bunga Nusantara;4,6;Jl. Mariwati No.KM. 7, Kawungluwuk, Sukaresmi, Cianjur Regency, West Java 43254, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Gunung Padang;4,6;Karyamukti, Campaka, Cianjur Regency, West Java 43263, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Cibodas Botanical Garden;4,6;Jl. Kebun Raya Cibodas, Sindangjaya, Cipanas, Cianjur Regency, West Java 43253, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Telaga Biru;4,6;7X2V+HPR, Sindangjaya, Cipanas, Cianjur Regency, West Java 43253, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Wisata Alam Pangsalatan;4,6;7294+QR3, Cimacan, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Petilasan Mbah Kuwu Sangkan Cirebon Girang;4,6;6GG3+PX3, Jl. Lembah Cimandung, Kerandon, Talun, Cirebon, West Java 45171, Indonesia;cirebon;jawa barat;Empal Gentong, Tahu Gejrot, Nasi Jamblang, Nasi Lengko
Taman Wisata Goa Sunyaragi Cirebon;4,6;Sunyaragi, Kesambi, Cirebon City, West Java 45132, Indonesia;cirebon;jawa barat;Empal Gentong, Tahu Gejrot, Nasi Jamblang, Nasi Lengko
PANTAI DADAP;4,6;HF29+GRX, Dadap, Kec. Juntinyuat, Kabupaten Indramayu, Jawa Barat 45282, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Lembah Cilengkrang;4,6;Pajambon, Kec. Kramatmulya, Kabupaten Kuningan, Jawa Barat 45553, Indonesia;kuningan;jawa barat;Tape Ketan, Tahu Kuningan, Lepet Kuningan
Curug Putri Palutungan;4,6;Jl. Palutungan, Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552, Indonesia;kuningan;jawa barat;Tape Ketan, Tahu Kuningan, Lepet Kuningan
Lembah Panyaweuyan;4,6;39M2+62H, Tejamulya, Argapura, Majalengka Regency, West Java 45462, Indonesia;majalengka;jawa barat;Kecap Majalengka, Jalakotek
Taman Sejarah Majalengka;4,6;Jl. K.H.Abdul Halim No.69, Munjul, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat 45418, Indonesia;majalengka;jawa barat;Kecap Majalengka, Jalakotek
KANAGA HILL;4,6;Ciinjuk, Cipulus, Kec. Cikijing, Kabupaten Majalengka, Jawa Barat 45466, Indonesia;majalengka;jawa barat;Kecap Majalengka, Jalakotek
Bunderan Munjul Majalengka;4,6;5695+946, Munjul, Majalengka, Majalengka Regency, West Java 45418, Indonesia;majalengka;jawa barat;Kecap Majalengka, Jalakotek
Sanghyangdora Campground (Situ Cibaringkeng);4,6;Leuwikujang, Kec. Leuwimunding, Kabupaten Majalengka, Jawa Barat 45473, Indonesia;majalengka;jawa barat;Kecap Majalengka, Jalakotek
GREEN CANYON PANGANDARAN;4,6;Jl. Raya Cijulang, RT.02/RW.10, Dusun. Karangpaci, Kertayasa, Cijulang, Pangandaran Regency, West Java 46394, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Pantai Barat Pangandaran;4,6;Jl. Pamugaran Bulak Laut, Pananjung, Pangandaran, Pangandaran Regency, West Java 46396, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Pangandaran Beach;4,6;West Java, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Curug Bojong Pangandaran;4,6;9M3J+J29, Sukahurip, Kec. Pangandaran, Kabupaten Ciamis, Jawa Barat 46396, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Curug Pananjung Pangandaran;4,6;7MH5+5RV, Pangandaran, Kabupaten Ciamis, West Java, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Batu Lumpang Garden;4,6;Dukuh satu, Parakanmanggu, Parigi, Pangandaran Regency, West Java 46393, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Pantai Pangelek;4,6;7G92+M9W, Batukaras, Kec. Cijulang, Kab. Pangandaran, Jawa Barat 46394, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Coral Coast Tirta;4,6;8H9Q+MWH, Sukaresik, Sidamulih, Pangandaran Regency, West Java 46365, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Kebun Teh Ciater - Subang;4,6;6JHP+6VJ, Ciater, Kec. Ciater, Kabupaten Subang, Jawa Barat 41281, Indonesia;subang;jawa barat;Nanas Simadu
Curug Cibareubeuy;4,6;Nagrak, Ciater, Subang Regency, West Java 41281, Indonesia;subang;jawa barat;Nanas Simadu
Curug Cileat;4,6;6Q92+JHW, Cibogo, Cupunagara, Gardusayang, Kec. Cisalak, Kabupaten Subang, Jawa Barat 41283, Indonesia;subang;jawa barat;Nanas Simadu
Desa Wisata Cibeusi;4,6;7M5F+G3G, Jl. Cibeusi, Nagrak, Kec. Ciater, Kabupaten Subang, Jawa Barat 41281, Indonesia;subang;jawa barat;Nanas Simadu
Tempat Parkir Curug Masigit;4,6;7PJF+PJ2, Pasanggrahan, Kec. Kasomalang, Kabupaten Subang, Jawa Barat 41283, Indonesia;subang;jawa barat;Nanas Simadu
Bukit Rindu;4,6;Ciater, Kec. Ciater, Kabupaten Subang, Jawa Barat 41281, Indonesia;subang;jawa barat;Nanas Simadu
Cikaso Waterfall;4,6;JJQ9+R28, Desa Ciniti, Cibitung, Sukabumi Regency, West Java 43172, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Wisata Pondok Halimun Kebun Teh;4,6;4XW2+QXQ, Jl. Pd. Halimun, Perbawati, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Alun-Alun Kota Sukabumi;4,6;3WHG+M75, Jl. Alun-Alun Utara, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Taman Kota Lapang Merdeka Sukabumi;4,6;3WJG+3P3, Gunungparang, Cikole, Sukabumi City, West Java 43111, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Curug Cimarinjung;4,6;Jl. Cimarinjung No.2, Ciwaru, Kec. Ciemas, Kabupaten Sukabumi, Jawa Barat 43177, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Curug Sawer;4,6;5W9M+G2W, Gede Pangrango, Kadudampit, Sukabumi Regency, West Java 43153, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Pantai Citepus Sukabumi;4,6;Citepus, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Cisadane Walk;4,6;RJHH+29Q, Sepanjang, Jl. Benteng Jaya, RT.004/RW.005, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Situ Batusari;4,6;Jl. Darussalam Utara II No.161-173, RT.003/RW.006, Batusari, Kec. Batuceper, Kota Tangerang, Banten 15121, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Kampung Markisa;4,6;Jl. Ks. Tubun No.17, RT.001/RW.003, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten 15112, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Kampung Gempol - Wisata Edukasi & Rekreasi;4,6;Gg. H. Marjuki Jl. Kunciran Induk/Raya Gempol, RT.004/RW.003, Kunciran, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Monumen Nasional;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Kota Tua;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Dunia Fantasi;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Pulau Bidadari;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Kidzania;4,6;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Green Bay;4,7;Dusun Krajan, Sarongan, Pesanggaran, Banyuwangi Regency, East Java 68488, Indonesia;banyuwangi;jawa timur;Rujak Soto, Sego Tempong, Pecel Rawon, Kue Bagiak, Bolu Kuwuk
BANDAR GRISSEE;4,7;RMW4+6FX, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61151, Indonesia;gresik;jawa timur;Nasi Krawu, Pudak, Otak-otak Bandeng
Mt Bromo;4,7;Area Gn. Bromo, Podokoyo, Tosari, Pasuruan Regency, East Java, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Bromo Mountain Tour Agency;4,7;Perum Bumi Mondoroko Raya Blk. BB No.22, Krajan, Watugede, Singosari, Malang Regency, East Java 65153, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Bukit Cinta Taman Nasional Bromo Tengger Semeru;4,7;Area Pegunungan, Wonokitri, Tosari, Pasuruan Regency, East Java 67177, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
King Kong Hill;4,7;Cemorolawang, Ngadisari, Sukapura, Probolinggo Regency, East Java, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Abimanyu Tour • Paket Wisata Bromo Malang Batu;4,7;Perum New Watugede No.Kav. 13, Krajan, Watugede, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Heart of Bromo - Sunrise, Jeep Adventure & Spot Instagramable;4,7;Cemorolawang, Ngadisari, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Museum Angkut;4,7;Jl. Terusan Sultan Agung No.2, Ngaglik, Batu, Batu City, East Java 65314, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Alun-Alun Kota Wisata Batu;4,7;Alun - Alun Kota Wisata Batu, Jl. Diponegoro, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Jawa Timur Park 2;4,7;Jl. Raya Oro-Oro Ombo No.9, Temas, Batu, Batu City, East Java 65315, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Wisata paralayang;4,7;Jl. Brigjend Abd Manan Wijaya No.186, Maron, Pandesari, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Brakseng;4,7;Kawasan Brakseng, Sumber Brantas, Kec. Bumiaji, Kota Batu, Jawa Timur 65336, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
The Bagong Adventure Museum Tubuh;4,7;Jl. Kartika No.2, Sisir, Batu, Batu City, East Java 65314, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Mt Bromo;4,7;Area Gn. Bromo, Podokoyo, Tosari, Pasuruan Regency, East Java, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Bukit Cinta Taman Nasional Bromo Tengger Semeru;4,7;Area Pegunungan, Wonokitri, Tosari, Pasuruan Regency, East Java 67177, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Tanjakan Sikut Bromo;4,7;Area Sawah/Kebun, Ngadirejo, Kec. Tutur, Pasuruan, Jawa Timur 67165, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Kawah Gunung Bromo;4,7;3X42+G49, Area Gn. Bromo, Podokoyo, Kec. Tosari, Kabupaten Lumajang, Jawa Timur, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Seruni Point;4,7;3XQ2+HFP, Ngadisari, Sukapura, Area Pegunungan, Keduwung, Kec. Puspo, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Teletubbies Hill Bromo;4,7;2XG4+769, Gedong, Sariwani, Sukapura, Probolinggo Regency, East Java 67254, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Heart of Bromo - Sunrise, Jeep Adventure & Spot Instagramable;4,7;Cemorolawang, Ngadisari, Kec. Sukapura, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
BANDAR GRISSEE;4,7;RMW4+6FX, Bedilan, Kebungson, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61151, Indonesia;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Tomb of Sunan Kalijaga;4,7;Jl. Raden Sahid, Kadilangu, Demak Sub-District, Demak Regency, Central Java 59517, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Masjid Agung Demak;4,7;4J4P+4WV, Kauman, Bintoro, Demak Sub-District, Demak Regency, Central Java 59511, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Pantai Menganti Kebumen;4,7;Tj. Karangboto, Karangduwur, Kec. Ayah, Kabupaten Kebumen, Jawa Tengah 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Curug Wringin;4,7;9PXQ+XF7, Pujotirto, Karangsambung, Area Hutan, Pujotirto, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54353, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Borobudur Temple;4,7;Jl. Badrawati, Kw. Candi Borobudur, Borobudur, Magelang Regency, Central Java, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Borobudur Temple Park;4,7;Jl. Badrawati No.9, Kw. Candi Borobudur, Borobudur, Magelang Regency, Central Java 56553, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Wisata Negeri Sayur Sukomakmur;4,7;Area Sawah, Sukomakmur, Kec. Kajoran, Kabupaten Magelang, Jawa Tengah 56163, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
"Museum ""Sudirman"" Magelang";4,7;Jl. Ade Irma Suryani No.C7, Potrobangsan, Magelang Utara, Magelang City, Central Java 56116, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Welo Asri;4,7;VPMQ+9X7, Hutan, Kayupuring, Petungkriono, Pekalongan Regency, Central Java 51193, Indonesia;pekalongan;jawa tengah;Nasi Megono, Tauto, Pindang Tetel
Kolam Renang dan Outbound Joglo Jembaran Purwokerto;4,7;J6C8+FPF, Desa Karangnangka, RT.03/RW.04, komplek persawahan, Kec. Kedungbanteng, Kabupaten Banyumas, Indonesia;purwokerto;jawa tengah;Soto Sokaraja, Tempe Mendoan, Getuk Goreng
Old Town Semarang;4,7;2CJH+M9F, Tanjung Mas, Semarang Utara, Semarang City, Central Java 50174, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Pagoda Avalokitesvara;4,7;Yayasan Buddhagaya, Jl. Perintis Kemerdekaan, Pudakpayung, Banyumanik, Semarang City, Central Java 50265, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Pura Mangkunagaran;4,7;Jl. Ronggowarsito, Keprabon, Banjarsari, Surakarta City, Central Java 57131, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
Gerbang Utama Kampung Wisata Batik Kauman Solo;4,7;Jl. Wijaya Kusuma No.38, Kauman, Pasar Kliwon, Surakarta City, Central Java 57122, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
House of Danar Hadi;4,7;Slamet Riyadi St No.261, Sriwedari, Laweyan, Surakarta City, Central Java 57141, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
Taman Sunan Jogo Kali;4,7;CVJ5+26C, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
Sikunir Hill Dieng;4,7;Sawah & Hutan, Dieng, Kejajar, Wonosobo Regency, Central Java, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Batu Pandang Ratapan Angin;4,7;Theater, Jl. Dieng KM.2, Dieng, Kec. Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Golden Sunrise Sikunir;4,7;QW7C+GFX, Sawah & Hutan, Sembungan, Kec. Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Kaliurip Mount;4,7;Jl. Gunung Cilik Kaliurip Gunung Cilil, Kaliurip, Damarkasiyan, Kertek, Wonosobo Regency, Central Java 56371, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
